brand,model,vehicleType,gearbox,fuelType,notRepairedDamage,powerPS,kilometer,autoAgeMonths,price
mercedes_benz,b_klasse,bus,manuell,diesel,nein,109,90000,74,10700
ford,mondeo,limousine,automatik,benzin,nein,131,20000,207,3900
bmw,3er,limousine,manuell,benzin,nein,113,150000,278,1299
audi,a4,kombi,manuell,diesel,ja,179,150000,119,5500
audi,a6,kombi,automatik,diesel,ja,179,150000,107,8990
opel,vectra,limousine,manuell,benzin,nein,116,100000,229,1500
mercedes_benz,clk,coupe,automatik,benzin,nein,231,125000,120,10280
volkswagen,golf,limousine,manuell,benzin,nein,60,100000,222,980
fiat,andere,kleinwagen,manuell,benzin,nein,120,60000,86,7299
smart,fortwo,kleinwagen,automatik,benzin,nein,71,30000,54,8700
volkswagen,polo,limousine,manuell,benzin,nein,75,150000,244,600
bmw,3er,limousine,manuell,benzin,nein,125,150000,373,5000
audi,a6,kombi,manuell,diesel,nein,179,150000,128,5200
volkswagen,sharan,bus,manuell,diesel,nein,116,150000,187,1999
ford,focus,kleinwagen,manuell,benzin,nein,95,150000,182,1250
alfa_romeo,andere,coupe,manuell,benzin,nein,155,150000,206,1950
volkswagen,passat,kombi,manuell,diesel,nein,140,40000,34,8000
lancia,andere,bus,manuell,diesel,nein,128,150000,149,3050
volkswagen,golf,limousine,manuell,benzin,nein,75,90000,128,5499
citroen,andere,bus,manuell,benzin,nein,158,150000,162,3333
volkswagen,golf,limousine,manuell,diesel,nein,101,150000,166,2999
mitsubishi,galant,limousine,manuell,benzin,nein,136,150000,213,1500
bmw,3er,limousine,manuell,benzin,nein,116,150000,229,1650
bmw,3er,coupe,automatik,benzin,ja,143,150000,163,4444
audi,a4,kombi,manuell,diesel,nein,131,150000,141,8399
mercedes_benz,andere,limousine,manuell,diesel,nein,75,150000,304,2150
daihatsu,andere,limousine,manuell,benzin,nein,99,150000,211,950
ford,mondeo,kombi,manuell,benzin,nein,116,150000,201,600
opel,zafira,bus,automatik,diesel,nein,150,70000,70,8900
alfa_romeo,andere,kleinwagen,manuell,benzin,nein,170,60000,46,12700
bmw,3er,limousine,manuell,benzin,nein,113,150000,306,1000
mercedes_benz,a_klasse,limousine,automatik,benzin,nein,116,125000,110,6447
mercedes_benz,vito,bus,manuell,diesel,nein,116,150000,86,3500
mazda,andere,bus,manuell,benzin,nein,101,60000,143,4000
bmw,3er,cabrio,manuell,benzin,nein,218,125000,105,16500
volvo,v40,kombi,manuell,benzin,nein,122,150000,197,999
mini,cooper,kleinwagen,automatik,benzin,nein,122,50000,63,14790
mercedes_benz,clk,coupe,automatik,benzin,nein,218,150000,191,2250
volkswagen,golf,limousine,automatik,diesel,nein,105,80000,39,14800
nissan,almera,bus,manuell,benzin,nein,116,125000,137,2900
opel,astra,limousine,manuell,benzin,nein,75,100000,211,1935
skoda,octavia,kombi,manuell,diesel,nein,90,150000,176,1899
skoda,fabia,kleinwagen,manuell,benzin,nein,75,150000,117,3299
mercedes_benz,m_klasse,suv,automatik,diesel,nein,163,150000,139,8000
fiat,punto,kleinwagen,manuell,benzin,nein,54,125000,218,750
skoda,fabia,kombi,manuell,benzin,nein,86,20000,53,9500
opel,omega,limousine,manuell,benzin,nein,144,125000,164,2500
fiat,punto,kleinwagen,manuell,benzin,nein,73,150000,255,550
bmw,3er,coupe,manuell,benzin,nein,116,150000,232,3100
volkswagen,golf,kleinwagen,manuell,benzin,ja,75,150000,243,750
mercedes_benz,sprinter,bus,manuell,diesel,nein,109,150000,72,12900
ford,focus,kombi,manuell,benzin,nein,116,150000,194,600
volkswagen,golf,bus,manuell,benzin,nein,115,90000,125,5750
audi,a3,kleinwagen,manuell,benzin,nein,102,60000,65,12399
land_rover,freelander,suv,manuell,diesel,nein,111,150000,127,6750
ford,mondeo,kombi,manuell,benzin,nein,145,150000,174,1999
bmw,3er,kombi,manuell,diesel,nein,115,150000,153,1900
dacia,logan,kombi,manuell,lpg,nein,105,150000,97,2200
mercedes_benz,andere,coupe,automatik,diesel,nein,224,150000,116,14300
volkswagen,scirocco,coupe,manuell,benzin,nein,160,125000,83,9500
ford,andere,coupe,manuell,benzin,nein,131,150000,208,850
opel,omega,limousine,automatik,benzin,nein,136,150000,201,1950
opel,corsa,kleinwagen,manuell,benzin,nein,55,150000,210,1200
renault,clio,limousine,automatik,benzin,nein,111,125000,117,4399
ford,escort,cabrio,manuell,benzin,nein,131,150000,274,2900
ford,mondeo,kombi,manuell,diesel,nein,200,30000,25,15800
peugeot,andere,cabrio,manuell,benzin,nein,120,70000,97,7199
opel,vivaro,bus,automatik,diesel,nein,135,90000,107,13499
volkswagen,touran,bus,automatik,diesel,nein,170,80000,66,17990
smart,fortwo,cabrio,automatik,benzin,nein,55,125000,165,2790
audi,a4,kombi,manuell,diesel,nein,170,150000,106,9999
smart,fortwo,kleinwagen,automatik,benzin,nein,54,100000,194,1000
peugeot,2_reihe,kleinwagen,manuell,benzin,nein,60,150000,207,599
audi,a3,kombi,manuell,diesel,nein,140,150000,137,6700
ford,mondeo,limousine,manuell,benzin,nein,110,150000,178,1600
opel,corsa,kleinwagen,manuell,benzin,nein,65,125000,205,1150
fiat,punto,kleinwagen,manuell,lpg,ja,59,150000,189,200
audi,tt,cabrio,manuell,benzin,nein,340,30000,81,34999
skoda,yeti,suv,manuell,benzin,nein,122,70000,61,12000
mercedes_benz,c_klasse,limousine,manuell,benzin,nein,122,150000,257,1850
mitsubishi,colt,kleinwagen,automatik,benzin,nein,95,60000,90,4500
mercedes_benz,slk,cabrio,automatik,benzin,nein,163,80000,133,13850
bmw,3er,kombi,automatik,diesel,nein,184,150000,155,4200
opel,corsa,limousine,manuell,benzin,ja,65,125000,213,350
audi,a4,kombi,automatik,diesel,nein,177,40000,13,34900
bmw,3er,kombi,manuell,diesel,nein,150,150000,130,2800
nissan,almera,limousine,manuell,benzin,nein,90,90000,193,2450
volkswagen,transporter,bus,manuell,diesel,nein,131,150000,132,17900
ford,transit,andere,manuell,diesel,nein,115,60000,63,9500
bmw,3er,coupe,manuell,benzin,nein,193,125000,252,5550
audi,a6,kombi,automatik,diesel,nein,224,150000,130,22000
opel,corsa,kleinwagen,manuell,benzin,nein,80,100000,88,3250
toyota,verso,bus,manuell,diesel,nein,126,90000,71,8200
volkswagen,golf,limousine,manuell,benzin,nein,75,125000,199,2700
smart,fortwo,cabrio,automatik,benzin,nein,71,90000,92,5555
audi,a1,kleinwagen,manuell,diesel,nein,105,80000,59,11900
audi,a3,kombi,manuell,benzin,nein,125,150000,81,10600
mercedes_benz,e_klasse,kombi,automatik,diesel,nein,170,150000,112,7900
opel,tigra,cabrio,manuell,benzin,nein,90,150000,137,1000
fiat,andere,cabrio,manuell,benzin,nein,106,125000,431,11450
volkswagen,golf,limousine,manuell,benzin,nein,105,150000,180,1800
mercedes_benz,a_klasse,kleinwagen,automatik,benzin,nein,102,150000,192,1800
mazda,6_reihe,kombi,manuell,diesel,nein,143,150000,111,5300
volkswagen,golf,kombi,automatik,benzin,ja,75,150000,250,650
opel,astra,kombi,manuell,diesel,nein,110,70000,60,12590
ford,mondeo,kombi,manuell,diesel,ja,115,150000,141,450
daihatsu,cuore,kleinwagen,manuell,benzin,nein,56,150000,184,750
volkswagen,transporter,bus,manuell,diesel,nein,102,150000,180,8000
kia,ceed,limousine,manuell,benzin,nein,109,60000,84,5999
bmw,3er,limousine,manuell,diesel,nein,177,150000,90,12100
opel,corsa,kleinwagen,manuell,benzin,ja,54,150000,201,600
mitsubishi,andere,suv,automatik,benzin,nein,114,100000,175,3700
skoda,octavia,kombi,automatik,diesel,nein,105,150000,107,4690
mercedes_benz,e_klasse,kombi,manuell,diesel,nein,150,150000,139,5499
audi,80,limousine,manuell,benzin,nein,90,150000,339,260
opel,insignia,kombi,manuell,diesel,nein,160,70000,48,17250
fiat,500,kleinwagen,manuell,benzin,nein,69,20000,22,9950
mercedes_benz,e_klasse,limousine,manuell,benzin,ja,100,150000,391,8500
volkswagen,transporter,bus,manuell,diesel,nein,86,150000,122,5999
toyota,andere,kleinwagen,manuell,benzin,nein,75,150000,225,1195
bmw,3er,kombi,manuell,diesel,nein,204,150000,141,2990
ford,fiesta,kleinwagen,manuell,benzin,nein,80,125000,101,2600
toyota,andere,bus,manuell,diesel,nein,102,125000,125,6999
mercedes_benz,e_klasse,kombi,manuell,diesel,nein,177,150000,144,6750
bmw,3er,limousine,manuell,benzin,nein,150,150000,240,1650
peugeot,2_reihe,cabrio,manuell,benzin,nein,120,100000,96,6990
audi,a4,kombi,manuell,diesel,nein,131,150000,152,2300
porsche,911,cabrio,automatik,benzin,nein,300,125000,186,25996
bmw,3er,limousine,manuell,benzin,nein,102,150000,233,500
fiat,seicento,kleinwagen,manuell,benzin,nein,54,150000,156,1000
bmw,5er,limousine,manuell,benzin,nein,170,150000,184,3300
opel,vivaro,bus,manuell,diesel,nein,80,150000,118,3500
mercedes_benz,e_klasse,kombi,automatik,benzin,nein,177,150000,128,7600
bmw,6er,cabrio,automatik,benzin,nein,367,80000,95,29900
bmw,3er,kombi,manuell,benzin,nein,143,150000,174,3900
audi,q7,suv,automatik,diesel,nein,245,100000,47,36440
citroen,c1,kleinwagen,manuell,benzin,nein,68,90000,64,3990
mazda,3_reihe,limousine,manuell,benzin,nein,105,150000,131,3500
bmw,5er,kombi,automatik,diesel,nein,272,150000,126,9995
volkswagen,golf,limousine,manuell,benzin,nein,102,150000,135,5499
volvo,c_reihe,kleinwagen,manuell,diesel,nein,109,125000,99,6990
mercedes_benz,andere,kombi,manuell,diesel,nein,170,150000,151,4100
chrysler,300c,kombi,automatik,lpg,nein,193,150000,119,7700
bmw,3er,limousine,manuell,benzin,nein,116,150000,142,2500
ford,mondeo,kombi,manuell,diesel,ja,116,150000,175,1200
bmw,5er,limousine,manuell,benzin,nein,170,150000,144,6500
smart,fortwo,coupe,automatik,benzin,nein,71,70000,91,4487
bmw,1er,limousine,manuell,benzin,nein,116,125000,112,7500
audi,q3,kombi,manuell,diesel,nein,140,60000,37,22990
volkswagen,lupo,kleinwagen,manuell,benzin,nein,60,150000,166,2200
toyota,corolla,bus,manuell,benzin,nein,110,125000,147,3990
opel,corsa,kleinwagen,manuell,benzin,nein,60,125000,131,2100
bmw,3er,kombi,automatik,diesel,nein,163,150000,114,10500
ford,focus,kleinwagen,manuell,benzin,nein,116,150000,212,1599
bmw,z_reihe,cabrio,manuell,benzin,nein,116,125000,237,4900
opel,corsa,kleinwagen,automatik,benzin,nein,60,60000,126,3300
volvo,850,kombi,manuell,benzin,ja,150,150000,228,1100
fiat,andere,cabrio,manuell,benzin,nein,105,125000,395,19900
ford,mondeo,limousine,manuell,diesel,ja,90,150000,237,350
volkswagen,cc,coupe,manuell,benzin,nein,160,60000,58,15900
mercedes_benz,e_klasse,kombi,automatik,diesel,nein,177,150000,175,1250
fiat,andere,bus,manuell,diesel,nein,69,150000,168,1999
opel,astra,kombi,manuell,diesel,nein,95,90000,48,8300
peugeot,andere,bus,manuell,diesel,nein,90,50000,46,10900
audi,tt,coupe,automatik,benzin,nein,230,20000,13,37550
porsche,911,cabrio,manuell,benzin,nein,218,80000,346,74900
opel,corsa,kleinwagen,manuell,benzin,nein,60,150000,207,990
mercedes_benz,m_klasse,suv,automatik,diesel,nein,224,150000,118,15900
volkswagen,passat,kombi,automatik,diesel,nein,170,150000,112,7200
peugeot,3_reihe,limousine,automatik,benzin,nein,109,150000,153,2750
skoda,fabia,kleinwagen,manuell,diesel,nein,75,30000,24,11798
smart,fortwo,kleinwagen,automatik,benzin,nein,61,90000,195,1499
renault,clio,kleinwagen,manuell,benzin,nein,54,125000,190,1350
volkswagen,caddy,bus,manuell,diesel,nein,105,150000,113,2490
volkswagen,golf,limousine,automatik,benzin,nein,75,150000,211,1250
mazda,andere,kleinwagen,manuell,benzin,nein,80,50000,121,5900
bmw,5er,kombi,manuell,diesel,nein,177,150000,139,11000
volkswagen,up,kleinwagen,manuell,benzin,nein,60,40000,48,6500
opel,astra,limousine,manuell,benzin,nein,125,150000,171,2700
opel,corsa,kleinwagen,manuell,diesel,nein,75,150000,172,1599
ford,c_max,kombi,manuell,benzin,nein,125,60000,64,9800
bmw,5er,limousine,manuell,benzin,nein,190,150000,107,9799
mazda,6_reihe,limousine,manuell,benzin,nein,90,150000,231,950
volkswagen,passat,kombi,manuell,diesel,nein,131,150000,166,1850
rover,andere,limousine,manuell,diesel,nein,116,150000,189,600
volkswagen,golf,limousine,manuell,benzin,nein,80,125000,113,4500
audi,a6,kombi,manuell,diesel,nein,150,150000,209,2250
volkswagen,polo,limousine,manuell,benzin,nein,86,125000,66,6950
subaru,forester,kombi,manuell,lpg,ja,125,150000,158,2100
mini,cooper,cabrio,manuell,benzin,nein,184,40000,71,17950
ford,mondeo,kombi,manuell,diesel,ja,88,150000,175,450
peugeot,andere,limousine,manuell,diesel,nein,133,150000,137,4500
citroen,c5,kombi,manuell,diesel,nein,136,150000,120,4700
audi,tt,cabrio,manuell,benzin,nein,225,125000,192,6500
mini,cooper,kleinwagen,manuell,benzin,nein,116,150000,136,4900
opel,meriva,bus,manuell,benzin,nein,120,20000,22,18450
volkswagen,sharan,bus,manuell,diesel,nein,131,150000,147,3800
ford,focus,limousine,manuell,benzin,nein,113,150000,153,1290
daihatsu,sirion,kleinwagen,manuell,benzin,ja,102,150000,182,500
volkswagen,golf,limousine,manuell,diesel,nein,90,150000,200,2399
volkswagen,passat,coupe,manuell,benzin,nein,160,125000,69,10850
volkswagen,transporter,andere,manuell,diesel,nein,78,150000,291,1400
volkswagen,golf,limousine,manuell,benzin,nein,80,125000,82,6999
opel,corsa,kleinwagen,manuell,benzin,nein,90,150000,182,1000
mercedes_benz,e_klasse,limousine,automatik,diesel,nein,143,150000,188,3300
volkswagen,passat,kombi,manuell,diesel,nein,140,150000,101,8300
kia,sportage,suv,manuell,diesel,nein,136,150000,36,16990
ford,fiesta,kleinwagen,manuell,benzin,nein,96,60000,74,7200
bmw,1er,limousine,manuell,diesel,nein,163,150000,119,6500
opel,corsa,kleinwagen,manuell,benzin,nein,54,100000,203,890
suzuki,grand,suv,manuell,diesel,nein,109,150000,150,2700
mazda,cx_reihe,suv,manuell,benzin,nein,160,70000,30,20900
renault,twingo,kleinwagen,manuell,benzin,nein,54,150000,160,400
volvo,xc_reihe,suv,automatik,diesel,nein,163,150000,85,11950
nissan,navara,suv,manuell,diesel,nein,103,150000,195,7777
renault,kangoo,bus,manuell,diesel,nein,82,150000,136,850
ford,andere,coupe,manuell,benzin,nein,90,150000,180,850
bmw,3er,cabrio,manuell,benzin,nein,116,150000,238,2300
peugeot,5_reihe,kombi,automatik,diesel,nein,204,90000,46,18800
opel,combo,kombi,manuell,benzin,nein,90,150000,133,2999
porsche,cayenne,suv,automatik,benzin,nein,340,150000,132,13900
volkswagen,golf,limousine,manuell,diesel,nein,101,150000,168,2999
ford,galaxy,bus,manuell,diesel,nein,116,100000,134,5150
audi,a6,kombi,manuell,diesel,nein,179,150000,113,8950
volkswagen,transporter,kombi,manuell,diesel,nein,102,150000,223,3000
mercedes_benz,a_klasse,kleinwagen,manuell,benzin,nein,82,150000,213,1950
volkswagen,golf,cabrio,manuell,benzin,nein,116,150000,205,1800
opel,vectra,limousine,manuell,diesel,nein,125,150000,150,2800
chevrolet,captiva,suv,manuell,benzin,nein,136,100000,103,5900
audi,a4,cabrio,manuell,benzin,nein,163,150000,152,6999
mitsubishi,andere,kombi,manuell,benzin,nein,101,150000,179,600
mercedes_benz,andere,cabrio,automatik,benzin,ja,220,100000,284,23000
volkswagen,golf,limousine,manuell,benzin,nein,90,150000,246,999
mazda,andere,kombi,manuell,benzin,nein,100,150000,172,1500
ford,mondeo,kombi,automatik,diesel,nein,131,150000,135,2000
seat,toledo,limousine,manuell,diesel,nein,150,150000,176,1800
opel,astra,limousine,manuell,benzin,ja,60,125000,244,600
fiat,andere,bus,manuell,diesel,nein,120,150000,114,3400
peugeot,2_reihe,kleinwagen,manuell,diesel,nein,109,150000,111,4600
volkswagen,golf,bus,manuell,diesel,ja,105,150000,125,3499
chrysler,andere,cabrio,automatik,benzin,nein,97,150000,321,2900
bmw,3er,cabrio,manuell,benzin,nein,170,150000,138,5700
ford,focus,limousine,manuell,diesel,ja,90,150000,123,2200
bmw,3er,coupe,automatik,diesel,nein,177,150000,100,6000
mazda,3_reihe,kleinwagen,manuell,benzin,nein,73,150000,215,900
fiat,punto,kleinwagen,manuell,benzin,nein,60,125000,253,750
mercedes_benz,clk,coupe,automatik,benzin,nein,218,125000,191,4900
volkswagen,transporter,kombi,manuell,diesel,nein,105,150000,142,6600
mercedes_benz,c_klasse,limousine,manuell,diesel,nein,136,30000,46,17900
audi,a8,limousine,automatik,benzin,nein,335,150000,124,15899
peugeot,3_reihe,limousine,manuell,diesel,nein,109,150000,96,5350
peugeot,andere,bus,manuell,diesel,nein,84,150000,161,2300
rover,andere,kleinwagen,manuell,benzin,nein,75,150000,210,1300
opel,corsa,kleinwagen,manuell,benzin,nein,75,60000,146,2750
suzuki,andere,bus,manuell,diesel,nein,70,150000,137,1350
opel,tigra,cabrio,manuell,benzin,nein,90,150000,122,3000
bmw,1er,coupe,automatik,diesel,nein,143,60000,50,16800
citroen,c1,kleinwagen,manuell,benzin,nein,68,125000,85,3690
fiat,andere,kombi,manuell,benzin,nein,103,150000,181,1050
toyota,yaris,kleinwagen,manuell,benzin,nein,64,100000,153,2199
mercedes_benz,c_klasse,limousine,automatik,benzin,nein,231,70000,75,21500
mini,cooper,kleinwagen,manuell,benzin,nein,116,100000,167,5290
opel,meriva,bus,manuell,diesel,nein,101,150000,141,2222
audi,a8,limousine,automatik,benzin,nein,260,125000,83,19900
opel,vectra,kombi,manuell,benzin,ja,110,150000,202,500
audi,80,limousine,manuell,benzin,nein,70,150000,288,699
mercedes_benz,a_klasse,limousine,automatik,diesel,nein,140,100000,136,5899
ford,s_max,bus,manuell,diesel,nein,131,150000,116,7789
mercedes_benz,c_klasse,limousine,automatik,benzin,nein,457,100000,69,34550
bmw,5er,kombi,automatik,benzin,nein,177,150000,112,9800
nissan,micra,kleinwagen,manuell,benzin,ja,60,5000,222,199
peugeot,3_reihe,kombi,manuell,diesel,ja,131,150000,152,1100
renault,laguna,kombi,manuell,benzin,ja,90,150000,243,200
audi,a4,kombi,manuell,diesel,nein,163,150000,136,5199
bmw,1er,limousine,manuell,benzin,nein,122,150000,87,6800
opel,zafira,bus,manuell,diesel,nein,101,150000,185,550
mercedes_benz,e_klasse,limousine,automatik,benzin,nein,224,90000,143,11990
nissan,andere,andere,manuell,benzin,nein,68,50000,77,4150
audi,a6,kombi,manuell,diesel,nein,179,150000,168,2700
bmw,3er,limousine,automatik,diesel,nein,184,40000,29,29800
audi,a6,kombi,automatik,benzin,ja,177,150000,103,6500
audi,a6,kombi,automatik,diesel,nein,224,150000,119,7900
fiat,andere,kleinwagen,manuell,lpg,nein,120,125000,78,4800
bmw,7er,limousine,automatik,diesel,nein,243,150000,115,13550
mazda,cx_reihe,suv,manuell,benzin,nein,165,40000,24,23500
opel,vectra,limousine,manuell,benzin,ja,101,150000,216,850
mercedes_benz,vito,bus,automatik,diesel,nein,150,150000,142,1
mitsubishi,colt,kleinwagen,manuell,benzin,ja,110,150000,279,180
volkswagen,golf,kombi,manuell,diesel,nein,101,150000,153,3990
chevrolet,matiz,kleinwagen,manuell,benzin,nein,67,125000,100,2800
bmw,5er,limousine,manuell,lpg,nein,192,150000,150,7300
volkswagen,golf,coupe,manuell,benzin,nein,174,150000,261,3300
volkswagen,polo,kleinwagen,manuell,benzin,nein,60,150000,178,1200
volkswagen,golf,kombi,manuell,benzin,nein,105,125000,115,4900
rover,andere,kleinwagen,manuell,benzin,nein,103,150000,209,300
volkswagen,golf,cabrio,automatik,benzin,nein,98,150000,307,2650
ford,ka,kleinwagen,manuell,benzin,ja,60,100000,231,250
bmw,3er,cabrio,manuell,benzin,nein,116,150000,227,2800
volkswagen,lupo,kleinwagen,automatik,benzin,nein,75,50000,183,3500
volkswagen,golf,cabrio,manuell,benzin,nein,75,100000,448,3777
volkswagen,golf,kleinwagen,automatik,benzin,nein,90,150000,212,1200
mazda,andere,suv,manuell,benzin,nein,124,150000,186,1299
ford,ka,kleinwagen,manuell,benzin,nein,60,50000,220,1190
porsche,cayenne,suv,automatik,benzin,nein,290,125000,96,22500
opel,corsa,kleinwagen,manuell,benzin,nein,60,150000,247,600
opel,tigra,cabrio,manuell,benzin,nein,125,80000,107,6990
mercedes_benz,b_klasse,bus,manuell,benzin,nein,122,20000,25,19900
peugeot,2_reihe,kleinwagen,manuell,diesel,nein,92,40000,22,14750
peugeot,3_reihe,kombi,manuell,diesel,nein,109,70000,84,7899
audi,a4,kombi,manuell,benzin,ja,101,150000,189,899
bmw,3er,limousine,automatik,benzin,nein,193,150000,248,1799
volkswagen,golf,kombi,manuell,diesel,nein,105,150000,123,3190
skoda,fabia,kombi,manuell,benzin,nein,75,150000,132,2250
citroen,c3,limousine,manuell,benzin,nein,73,125000,98,4800
bmw,1er,limousine,manuell,diesel,nein,143,80000,42,16500
bmw,z_reihe,cabrio,manuell,benzin,nein,209,125000,234,7999
audi,a3,limousine,automatik,diesel,nein,140,150000,126,9000
mini,cooper,kleinwagen,manuell,benzin,nein,116,150000,170,3600
opel,zafira,kombi,manuell,diesel,nein,125,150000,158,3250
volkswagen,golf,limousine,manuell,benzin,nein,75,150000,216,1699
mercedes_benz,c_klasse,limousine,manuell,benzin,nein,122,150000,205,1490
porsche,cayenne,suv,automatik,benzin,nein,450,150000,121,16955
audi,a4,kombi,manuell,benzin,nein,163,150000,138,7850
ford,galaxy,bus,manuell,benzin,nein,116,150000,191,2000
